"Cene elektriène energije za gospodinjske odjemalce (EUR/kWh), Slovenija, èetrtletno"

"STANDARDNA PORABNIŠKA SKUPINA (LETNA PORABA)","CENA","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4"
"Slovenija","Z vsemi davki",0.1497,0.1529,0.1534,0.1509,0.1549,0.1606,0.1627,0.1607,0.1593,0.1610,0.1625,0.1584,0.1552,0.1585,0.1637,0.1589,0.1567,0.1626,0.1658,0.1568,0.1555,0.1615,0.1638,0.1544,0.1525,0.1617,0.1650,0.1572,0.1540,0.1621,0.1674,0.1586
