"STANDARDNA PORABNI?KA SKUPINA (LETNA PORABA)","ENOTA","CENA","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4"
"Slovenija","EUR/kWh","Z vsemi davki",0.0760,0.0829,0.1073,0.0690,0.0662,0.0759,0.0878,0.0667,0.0676,0.0667,0.0651,0.0657,0.0639,0.0638,0.0660,0.0604,0.0598,0.0589,0.0606,0.0551,0.0546,0.0552,0.0527,0.0524,0.0544,0.0546,0.0530,0.0573,0.0574,0.0560,0.0574,0.0557
